13333422222222.22,1.2829243840112918e-7,0,0,0,-133333333.33333333,-88888888.8888889,-1.2829243840112918e-7,0,0,0,-133333333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2829243840112918e-7,13333999999999.998,0,0,0,2.9605947323337507e-8,-1.2829243840112918e-7,-666666666.6666666,0,0,0,2.9605947323337507e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13333422222222.22,133333333.33333333,-2.9605947323337507e-8,0,0,0,-88888888.8888889,133333333.33333333,-2.9605947323337507e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,133333333.33333333,13333599999999.998,-4.736951571734001e-8,0,0,0,-133333333.33333333,133333333.33333333,-4.144832625267251e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.9605947323337507e-8,-4.736951571734001e-8,13333386666666.666,0,0,0,2.9605947323337507e-8,-4.144832625267251e-8,-53333333.333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-133333333.33333333,2.9605947323337507e-8,0,0,0,13333599999999.998,133333333.33333333,-2.9605947323337507e-8,0,0,0,133333333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-88888888.8888889,-1.2829243840112918e-7,0,0,0,133333333.33333333,755555555.5555556,1.2829243840112918e-7,0,0,0,133333333.33333333,-666666666.6666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.2829243840112918e-7,-666666666.6666666,0,0,0,-2.9605947323337507e-8,1.2829243840112918e-7,755555555.5555556,0,0,0,133333333.3333333,0,-88888888.8888889,0,0,0,133333333.33333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-88888888.8888889,-133333333.33333333,2.9605947323337507e-8,0,0,0,177777777.7777778,-133333333.33333333,-133333333.3333333,0,0,0,-88888888.8888889,0,-133333333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,133333333.33333333,133333333.33333333,-4.144832625267251e-8,0,0,0,-133333333.33333333,320000000,-4.736951571734001e-8,0,0,0,0,-53333333.333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.9605947323337507e-8,-4.144832625267251e-8,-53333333.333333336,0,0,0,-133333333.3333333,-4.736951571734001e-8,320000000,0,0,0,133333333.33333333,0,133333333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0
-133333333.33333333,2.9605947323337507e-8,0,0,0,133333333.33333333,133333333.33333333,133333333.3333333,0,0,0,533333333.3333333,0,-133333333.33333333,0,0,0,133333333.33333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-666666666.6666666,0,0,0,0,0,1333333333.3333333,0,0,0,0,0,-666666666.6666666,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-88888888.8888889,0,0,0,-133333333.33333333,0,177777777.7777778,0,0,0,0,0,-88888888.8888889,0,0,0,133333333.33333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-88888888.8888889,0,133333333.33333333,0,0,0,177777777.7777778,0,0,0,0,0,-88888888.8888889,0,-133333333.33333333,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-53333333.333333336,0,0,0,0,0,106666666.66666667,0,0,0,0,0,-53333333.333333336,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-133333333.33333333,0,133333333.33333333,0,0,0,0,0,533333333.3333333,0,0,0,133333333.33333333,0,133333333.33333333,0,0,0,0,0,0,0
0,0,0,0,0,0,0,133333333.33333333,0,0,0,133333333.33333333,0,0,0,0,0,533333333.3333333,0,-133333333.33333333,0,0,0,133333333.33333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-666666666.6666666,0,0,0,0,0,806371176.248354,-122597834.93903166,122597834.93903166,0,25660011.963983364,25660011.963983364,-139704509.5816873,122597834.93903166,-122597834.93903166,0,25660011.963983364,25660011.963983364
0,0,0,0,0,0,0,0,0,0,0,0,0,-88888888.8888889,0,0,0,-133333333.33333333,-122597834.93903166,228593398.47057608,-122597834.93903162,-25660011.963983364,9.313225746154785e-10,-107673321.36934996,122597834.93903166,-139704509.58168718,122597834.93903162,-25660011.963983364,9.313225746154785e-10,25660011.96398337
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88888888.8888889,0,133333333.33333333,0,122597834.93903166,-122597834.93903162,228593398.47057608,-25660011.963983364,107673321.36934996,-9.313225746154785e-10,-122597834.93903166,122597834.93903162,-139704509.58168718,-25660011.963983364,-25660011.96398337,-9.313225746154785e-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53333333.333333336,0,0,0,-25660011.963983364,-25660011.963983364,166237385.97486016,41056019.142373405,-41056019.1423734,0,25660011.963983364,25660011.963983364,41056019.142373376,35924016.74957673,-35924016.749576725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133333333.33333333,0,133333333.33333333,0,25660011.963983364,-9.313225746154785e-10,107673321.36934996,41056019.142373405,379570719.3081935,41056019.14237338,-25660011.963983364,9.313225746154785e-10,25660011.96398337,35924016.74957673,41056019.1423734,35924016.74957671
0,0,0,0,0,0,0,0,0,0,0,0,0,133333333.33333333,0,0,0,133333333.33333333,25660011.963983364,-107673321.36934996,9.313225746154785e-10,-41056019.1423734,41056019.14237338,379570719.3081935,-25660011.963983364,-25660011.96398337,-9.313225746154785e-10,-35924016.749576725,35924016.7495767,41056019.1423734
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139704509.5816873,122597834.93903166,-122597834.93903166,0,-25660011.963983364,-25660011.963983364,13333473037842.914,-122597834.93903166,122597834.93903166,0,-25660011.963983364,-25660011.963983364
